customer_id,customer_name,city,state,region,signup_date
1333,Ágatha Cardoso,Ferreira de Leão,PE,Nordeste,2024-01-18
1334,Alícia da Rocha,Azevedo,SP,Sudeste,2024-09-24
1335,Igor Moreira,Jesus Verde,PE,Nordeste,2024-11-06
1336,Dr. Ryan Pastor,Marques de da Rosa,PE,Nordeste,2023-01-17
1337,Caroline Vieira,Cavalcante Paulista,SP,Sudeste,2024-06-28
1338,Rodrigo Freitas,Vargas do Norte,CE,Nordeste,2024-02-26
1339,Luiz Gustavo da Paz,Cavalcante de Pinto,SP,Sudeste,2023-01-18
1340,Vitor Gabriel da Paz,Cavalcanti,CE,Nordeste,2023-10-09
1341,Dra. Daniela Castro,Camargo,CE,Nordeste,2023-10-21
1342,Liam Oliveira,Macedo,SP,Sudeste,2024-05-29
1343,Léo Cirino,Novais,BA,Nordeste,2023-07-03
1344,Srta. Luiza Ferreira,Freitas,RJ,Sudeste,2023-04-09
1345,Ágatha Castro,Campos do Sul,CE,Nordeste,2023-06-02
1346,Sara Vargas,Marques,RS,Sul,2023-07-16
1347,Sr. André Sousa,Ramos da Mata,CE,Nordeste,2023-09-16
1348,Lavínia Sá,Nunes,SC,Sul,2023-10-01
1349,Sra. Maitê Sales,Siqueira,BA,Nordeste,2023-03-22
1350,Ana Cecília Carvalho,das Neves,SC,Sul,2024-02-20
1351,Murilo Pinto,Machado,PE,Nordeste,2024-08-01
1352,Sr. Luan Araújo,Pacheco,RS,Sul,2024-12-14
1353,Hellena Viana,Costa do Sul,RS,Sul,2023-11-04
1354,Vitor Gabriel Machado,Moraes,RJ,Sudeste,2024-10-31
1355,Evelyn Mendonça,Pereira do Galho,SP,Sudeste,2023-04-06
1356,Luiz Miguel Gonçalves,Silva,BA,Nordeste,2024-01-24
1357,Maria Eduarda Gomes,Albuquerque da Mata,BA,Nordeste,2024-07-19
1358,Dr. Leandro Machado,Cunha,PE,Nordeste,2023-02-27
1359,Sra. Maria Vitória Macedo,Castro das Pedras,SP,Sudeste,2024-12-20
1360,Sra. Cecilia Pastor,Casa Grande,MG,Sudeste,2023-03-26
1361,Kevin Melo,Azevedo Verde,PE,Nordeste,2024-03-20
1362,Aurora Abreu,Porto Paulista,SC,Sul,2024-08-02
1363,Emanuella Novais,Santos de Nunes,RJ,Sudeste,2024-06-24
1364,Guilherme Cirino,da Rocha da Prata,SP,Sudeste,2023-08-24
1365,Ana Cecília da Rosa,Monteiro da Prata,RS,Sul,2024-12-09
1366,Sra. Heloisa Alves,Cassiano,PE,Nordeste,2023-10-05
1367,Kaique Porto,Campos de Rezende,SP,Sudeste,2023-03-18
1368,Laura Leão,Mendonça,PR,Sul,2024-07-10
1369,Dra. Isabelly Alves,Teixeira,SP,Sudeste,2023-07-03
1370,Thales Azevedo,Pacheco do Amparo,SC,Sul,2023-01-17
1371,Maya da Luz,Sales de Campos,RS,Sul,2024-08-24
1372,Sr. José Pedro Castro,Casa Grande,MG,Sudeste,2024-12-30
1373,Dr. Davi Luiz Fogaça,Aragão,BA,Nordeste,2023-03-20
1374,Luiz Miguel Leão,Aragão da Mata,PR,Sul,2023-06-16
1375,Vinícius Porto,Moraes,RS,Sul,2024-08-03
1376,Fernando Teixeira,Peixoto,BA,Nordeste,2024-11-24
1377,Yago Duarte,Rodrigues da Mata,CE,Nordeste,2023-12-06
1378,Luiz Miguel Brito,Casa Grande do Sul,BA,Nordeste,2023-05-24
1379,Valentim da Paz,Vasconcelos do Amparo,RJ,Sudeste,2024-05-27
1380,Manuela Castro,Cunha,SC,Sul,2023-02-24
1381,Theodoro Câmara,Vieira,RJ,Sudeste,2024-03-23
1382,Valentina Nascimento,Leão,RS,Sul,2023-03-19
1383,Ana Vitória Camargo,Almeida,SC,Sul,2024-09-11
1384,Marcela das Neves,Carvalho dos Dourados,BA,Nordeste,2023-12-01
1385,Stephany Teixeira,Cavalcanti da Mata,SP,Sudeste,2024-10-11
1386,Dante Câmara,Sales,PR,Sul,2024-04-06
1387,Ian das Neves,Costela,PE,Nordeste,2023-08-22
1388,Bruno Lima,Barbosa,SC,Sul,2024-07-20
1389,Rodrigo Sá,Aparecida do Oeste,BA,Nordeste,2024-03-18
1390,Arthur Gabriel Vieira,Melo,MG,Sudeste,2024-11-27
1391,José Aparecida,da Rosa,BA,Nordeste,2023-03-29
1392,Alexia Sá,Viana,PR,Sul,2023-09-10
1393,Gustavo Pastor,Cirino,RJ,Sudeste,2023-03-26
1394,Marcela Alves,Casa Grande,PR,Sul,2023-06-07
1395,Sra. Marcela Fogaça,Montenegro,BA,Nordeste,2024-12-29
1396,Dra. Isabella Montenegro,Brito,MG,Sudeste,2024-02-03
1397,Alice Moura,Silva,SC,Sul,2024-01-05
1398,João Miguel Cavalcante,Silveira,RJ,Sudeste,2023-04-04
1399,Heitor Montenegro,Fonseca de Sampaio,SP,Sudeste,2023-11-12
1400,Ester Macedo,Cirino,PE,Nordeste,2024-01-04
1401,Dr. Otávio Cunha,Jesus,PR,Sul,2023-04-15
1402,Levi Campos,Camargo de Moreira,MG,Sudeste,2023-03-31
1403,Thales Teixeira,Santos da Mata,MG,Sudeste,2024-03-17
1404,Ana Cecília Barros,Monteiro do Campo,PE,Nordeste,2024-07-24
1405,Larissa Marques,Rodrigues dos Dourados,CE,Nordeste,2024-06-08
1406,Yuri Jesus,Lima do Oeste,BA,Nordeste,2023-04-16
1407,Renan Rocha,Cavalcanti do Sul,SP,Sudeste,2023-04-02
1408,Rebeca Rocha,Gonçalves,SC,Sul,2024-07-21
1409,Stephany Ribeiro,Campos,RJ,Sudeste,2024-09-03
1410,Miguel Guerra,Sousa,SC,Sul,2024-01-30
1411,Benício Fonseca,Fernandes,SP,Sudeste,2023-10-26
1412,Nathan Campos,Lima,BA,Nordeste,2024-02-02
1413,Sra. Lara Teixeira,Sá das Flores,RJ,Sudeste,2024-07-26
1414,Dr. Nathan Mendonça,Casa Grande dos Dourados,RS,Sul,2024-08-08
1415,Davi da Cunha,Monteiro de da Conceição,CE,Nordeste,2023-06-23
1416,Catarina Alves,Sousa,BA,Nordeste,2023-06-23
1417,Bernardo Monteiro,Cavalcanti,MG,Sudeste,2023-10-03
1418,Lunna Cassiano,Pinto do Campo,PR,Sul,2023-10-02
1419,Vicente Vargas,Vieira de Martins,PE,Nordeste,2023-05-30
1420,Juan Ribeiro,Mendonça de Montenegro,RJ,Sudeste,2023-06-21
1421,Vitor Hugo Fernandes,Teixeira,BA,Nordeste,2023-10-10
1422,Pedro Campos,Machado Alegre,BA,Nordeste,2023-11-03
1423,Melina Marques,Andrade,PE,Nordeste,2023-03-20
1424,Kevin Santos,Mendonça,SC,Sul,2023-09-15
1425,Catarina das Neves,Mendonça do Campo,RS,Sul,2024-10-02
1426,Rebeca Ribeiro,Melo de Novais,PE,Nordeste,2024-08-31
1427,Thiago Araújo,da Luz do Amparo,RS,Sul,2024-04-13
1428,Maria Flor Pimenta,Vargas da Mata,RJ,Sudeste,2023-05-19
1429,Sr. Arthur Pastor,Cardoso,PR,Sul,2023-01-07
1430,Dr. Apollo Teixeira,Garcia do Campo,BA,Nordeste,2023-12-07
1431,Manuella Fogaça,Ferreira do Norte,BA,Nordeste,2023-12-04
1432,Isabelly da Cruz,Ramos,PE,Nordeste,2023-12-09
1433,Bryan Sales,das Neves,BA,Nordeste,2024-10-28
1434,Lucca Cavalcante,Nascimento,MG,Sudeste,2023-11-04
1435,Sr. Raul Ribeiro,Nunes do Galho,SC,Sul,2024-09-09
1436,Juliana Almeida,Pastor de Almeida,RS,Sul,2024-05-05
1437,Dr. Mathias Duarte,Mendonça,SC,Sul,2023-07-01
1438,Gustavo Fernandes,Montenegro de Teixeira,BA,Nordeste,2023-11-23
1439,Maitê Cavalcante,Fonseca das Pedras,PR,Sul,2024-12-12
1440,Theo Porto,Nascimento,PE,Nordeste,2024-08-12
1441,João Pedro da Luz,da Rosa,RS,Sul,2023-11-30
1442,Maria Liz Câmara,Silva,BA,Nordeste,2023-10-15
1443,Aylla Pastor,da Mata de Minas,BA,Nordeste,2024-01-09
1444,Vitória Melo,Costela da Praia,RJ,Sudeste,2024-07-31
1445,Kevin Montenegro,Lopes da Prata,RS,Sul,2024-08-29
1446,Sr. Oliver Guerra,Pinto do Galho,CE,Nordeste,2023-07-04
1447,Emilly Almeida,Oliveira,CE,Nordeste,2023-01-28
1448,Hadassa Ribeiro,da Mata de Porto,PE,Nordeste,2024-12-26
1449,Maya Nunes,Moreira,RS,Sul,2024-03-24
1450,Luiz Otávio Martins,da Costa,PR,Sul,2024-12-10
1451,Kaique Lopes,Dias de Minas,RJ,Sudeste,2024-02-23
1452,Gabrielly Jesus,da Paz da Serra,PE,Nordeste,2023-05-23
1453,Isaac Guerra,Camargo,PR,Sul,2023-09-05
1454,Gael Alves,das Neves,PR,Sul,2024-11-05
1455,Raquel Novais,Lima do Norte,MG,Sudeste,2024-03-09
1456,Emanuel da Mata,Alves,BA,Nordeste,2023-03-17
1457,João Lucas Ribeiro,Ramos,PE,Nordeste,2024-09-04
1458,Ryan Viana,Araújo,PE,Nordeste,2024-08-19
1459,Levi Pereira,Azevedo das Pedras,BA,Nordeste,2024-07-01
1460,Sr. Miguel Silveira,da Costa,CE,Nordeste,2024-12-09
1461,Theodoro Campos,Monteiro de Minas,BA,Nordeste,2024-07-10
1462,Davi Vargas,Farias Verde,SP,Sudeste,2024-01-04
1463,Sra. Isabela Lima,Casa Grande,CE,Nordeste,2024-08-31
1464,Erick Cunha,Macedo das Pedras,RJ,Sudeste,2023-04-22
1465,Benjamin Mendonça,Sampaio do Campo,RS,Sul,2024-11-04
1466,Dr. Renan Rodrigues,da Mota,SC,Sul,2023-06-20
1467,Luiz Miguel Melo,das Neves do Sul,SP,Sudeste,2024-07-30
1468,Ana Beatriz Sousa,Sales,BA,Nordeste,2023-12-06
1469,Isabella da Cunha,das Neves da Praia,BA,Nordeste,2023-04-19
1470,Camila Nascimento,Macedo,SP,Sudeste,2023-04-11
1471,Alexia Gonçalves,da Rosa de Minas,PR,Sul,2023-08-16
1472,Kaique Costela,Macedo,CE,Nordeste,2024-06-15
1473,Luiza Vargas,Vieira do Norte,CE,Nordeste,2024-08-17
1474,Bruno Vasconcelos,Melo de Sousa,RS,Sul,2024-04-01
1475,Lívia Silva,Brito da Serra,SC,Sul,2024-02-05
1476,Sra. Sofia Azevedo,Leão da Prata,PE,Nordeste,2024-11-26
1477,Sra. Mirella Sales,Teixeira,CE,Nordeste,2023-06-04
1478,Francisco Pires,Vieira de Ramos,SC,Sul,2023-01-26
1479,Alexandre Guerra,Pires,PE,Nordeste,2023-04-18
1480,Levi Oliveira,Camargo,PR,Sul,2024-03-01
1481,Josué Moreira,Peixoto,RJ,Sudeste,2023-04-29
1482,Maria Sophia Vieira,Machado do Amparo,MG,Sudeste,2023-12-23
1483,Srta. Joana Cavalcanti,da Paz do Oeste,PR,Sul,2023-12-18
1484,Oliver Freitas,Gonçalves,PE,Nordeste,2023-07-31
1485,Heloisa Almeida,Novais,CE,Nordeste,2024-05-09
1486,Heloísa Borges,Costa de da Luz,SC,Sul,2024-05-02
1487,Srta. Ana Julia Guerra,Peixoto Paulista,RJ,Sudeste,2024-03-24
1488,Caio Freitas,Nunes,PE,Nordeste,2023-11-23
1489,Anthony Gabriel Silva,Vargas dos Dourados,RJ,Sudeste,2023-11-04
1490,Sabrina Campos,Silva,SP,Sudeste,2024-12-28
1491,Gabriel Viana,da Paz do Amparo,RJ,Sudeste,2023-01-24
1492,Caroline Lopes,Peixoto,SC,Sul,2024-10-25
1493,João Miguel Siqueira,Leão,RJ,Sudeste,2024-11-24
1494,Nicolas Vieira,Alves,MG,Sudeste,2023-09-07
1495,João da Costa,da Cruz de Freitas,CE,Nordeste,2023-06-28
1496,Natália Barros,Melo,CE,Nordeste,2023-06-13
1497,Lorenzo Sales,Rodrigues do Oeste,SC,Sul,2024-07-27
1498,Sra. Mariana Sousa,Barbosa do Campo,BA,Nordeste,2024-04-18
1499,Ana Liz Aragão,da Costa do Amparo,RS,Sul,2024-02-19
1500,Sr. André da Cunha,da Rosa das Flores,MG,Sudeste,2023-07-10
1501,Maria Eduarda Cardoso,Pacheco,BA,Nordeste,2024-02-10
1502,José Pedro Cavalcante,Fernandes de Martins,SP,Sudeste,2024-09-20
1503,Caio Dias,Casa Grande Paulista,RS,Sul,2024-04-05
1504,Levi Aparecida,Monteiro,BA,Nordeste,2024-02-03
1505,Luiz Miguel Lopes,da Luz Paulista,SP,Sudeste,2024-12-22
1506,Luara Lopes,Dias,RS,Sul,2023-07-30
1507,Sra. Clarice Novais,Aragão de Correia,PR,Sul,2024-12-21
1508,Benjamim da Conceição,Andrade,RJ,Sudeste,2024-08-14
1509,Joana Castro,Lopes de Camargo,RJ,Sudeste,2024-07-03
1510,Ana Cecília Macedo,Santos da Prata,MG,Sudeste,2024-01-10
1511,Natália Monteiro,Silveira,SC,Sul,2023-07-21
1512,Davi Ferreira,Costela,PE,Nordeste,2023-04-27
1513,Fernando Cavalcante,Nunes Verde,PR,Sul,2024-11-17
1514,André Moura,Leão,PE,Nordeste,2024-06-24
1515,Josué Vargas,Rocha de Brito,SC,Sul,2024-09-03
1516,Sr. João Miguel Rodrigues,Gonçalves,BA,Nordeste,2024-09-17
1517,Sr. Lorenzo Cassiano,Barros,BA,Nordeste,2024-08-24
1518,Pietra Marques,Peixoto do Sul,RJ,Sudeste,2023-12-23
1519,Sr. Rael Duarte,Cunha,SC,Sul,2024-04-13
1520,João Miguel Duarte,Souza,MG,Sudeste,2024-11-20
1521,Yan Pereira,Borges das Flores,PR,Sul,2024-09-21
1522,Felipe da Costa,Borges do Sul,RJ,Sudeste,2024-11-19
1523,Enrico Gomes,da Paz Grande,MG,Sudeste,2023-11-17
1524,Kaique Mendonça,Sousa da Mata,RJ,Sudeste,2023-09-02
1525,Caroline Fogaça,Freitas,PR,Sul,2023-04-30
1526,Gabriela Mendonça,Gomes de Melo,MG,Sudeste,2024-01-18
1527,Otávio Borges,Freitas da Serra,MG,Sudeste,2024-06-07
1528,Mariane Borges,Moraes,BA,Nordeste,2024-03-04
1529,Dr. Henry Gabriel Ramos,Monteiro,MG,Sudeste,2024-08-11
1530,Valentina Barros,Martins das Pedras,BA,Nordeste,2024-03-09
1531,Rhavi da Rosa,Cardoso,MG,Sudeste,2024-05-13
1532,Letícia da Cruz,da Rocha Verde,CE,Nordeste,2024-12-11
1533,Yuri Barbosa,Moraes,MG,Sudeste,2024-07-22
1534,Thomas Lima,Brito dos Dourados,MG,Sudeste,2024-05-16
1535,Isis Fogaça,Pacheco de Minas,PR,Sul,2023-05-24
1536,Allana Camargo,Cavalcanti de Viana,MG,Sudeste,2023-11-19
1537,Matteo Aparecida,Leão,PE,Nordeste,2024-09-26
1538,Sra. Luara Pastor,Sá de Rios,SP,Sudeste,2024-01-03
1539,Julia Fernandes,Cunha,SP,Sudeste,2024-05-11
1540,Bruno Souza,Rocha do Campo,MG,Sudeste,2023-07-19
1541,Yasmin Almeida,Gonçalves,BA,Nordeste,2024-07-29
1542,Anthony Gabriel Cavalcante,Marques de Sales,CE,Nordeste,2024-10-30
1543,Raquel da Rosa,Sales das Flores,PE,Nordeste,2024-02-23
1544,Caio Cardoso,Albuquerque,PE,Nordeste,2024-03-01
1545,Daniel Almeida,Alves,PE,Nordeste,2024-05-15
1546,Rodrigo Rezende,Rezende,MG,Sudeste,2023-03-26
1547,Pedro Henrique Pires,Borges,SP,Sudeste,2023-08-14
1548,Ravi Casa Grande,Lima de Almeida,PR,Sul,2023-02-03
1549,Enzo Cassiano,Mendonça de Melo,PR,Sul,2023-08-19
1550,Rael Pacheco,Costa,CE,Nordeste,2023-10-23
1551,Matteo Aragão,Albuquerque do Campo,MG,Sudeste,2024-04-13
1552,Marina Leão,Sousa de Pacheco,PE,Nordeste,2024-07-16
1553,Lavínia Andrade,Guerra de Mendonça,CE,Nordeste,2023-04-26
1554,Raquel da Conceição,Moura,RJ,Sudeste,2023-10-02
1555,Otávio Oliveira,Novaes de Minas,CE,Nordeste,2024-01-11
1556,Oliver Melo,Monteiro,CE,Nordeste,2023-02-12
1557,Manuella Machado,Almeida da Serra,PE,Nordeste,2024-07-13
1558,Gael Melo,Macedo de Goiás,RS,Sul,2024-03-11
1559,Hellena Pastor,Pereira dos Dourados,RJ,Sudeste,2024-10-31
1560,Juan Silveira,Leão da Praia,RS,Sul,2023-11-01
1561,Elisa Pinto,da Paz,SP,Sudeste,2024-04-05
1562,Dra. Aurora Rios,Cardoso de Cavalcanti,PR,Sul,2023-12-23
1563,Emanuel Pereira,Brito de Vieira,RJ,Sudeste,2024-03-25
1564,Sabrina da Rosa,Costela,RJ,Sudeste,2023-08-31
1565,Ana Julia Almeida,da Luz da Praia,RS,Sul,2024-08-25
1566,Eduarda Cavalcanti,Azevedo,SC,Sul,2024-12-28
1567,Dr. Danilo Pinto,Campos,BA,Nordeste,2023-06-19
1568,Heloisa Mendonça,Fernandes da Praia,MG,Sudeste,2023-07-31
1569,João Felipe Cassiano,Santos,RS,Sul,2023-03-02
1570,Pedro Lucas Marques,Caldeira,SC,Sul,2024-06-29
1571,Bella Novais,Montenegro,PR,Sul,2024-09-03
1572,Enzo Pires,Costela,CE,Nordeste,2023-06-22
1573,Sr. João Vitor Santos,Teixeira de Montenegro,SC,Sul,2024-12-21
1574,Beatriz Cassiano,Farias Grande,PR,Sul,2023-10-24
1575,Guilherme Macedo,Vargas do Sul,PR,Sul,2024-06-10
1576,Renan Fernandes,Montenegro da Serra,RJ,Sudeste,2023-05-19
1577,João Felipe Freitas,Fonseca de Goiás,BA,Nordeste,2023-03-02
1578,Vinícius Leão,Carvalho,PR,Sul,2024-11-02
1579,Maria Sophia Jesus,Moreira de Vieira,MG,Sudeste,2024-12-19
1580,Maria Cecília Alves,Casa Grande de Vargas,MG,Sudeste,2023-09-13
1581,Valentim Azevedo,Fernandes,MG,Sudeste,2024-12-29
1582,Dr. Enzo Lopes,Gonçalves,SC,Sul,2023-09-11
1583,Dom Oliveira,Pires,BA,Nordeste,2024-05-16
1584,Dra. Stephany da Rocha,Guerra da Prata,MG,Sudeste,2024-08-14
1585,Levi Ferreira,da Mota,PR,Sul,2024-10-04
1586,Clara Sampaio,Machado do Oeste,BA,Nordeste,2024-01-20
1587,Melina Sampaio,Viana das Flores,PE,Nordeste,2023-03-19
1588,Kevin Barros,Nascimento,RJ,Sudeste,2024-02-17
1589,Dr. Davi Lucas Moreira,Cunha de Minas,CE,Nordeste,2023-10-12
1590,Luana Moreira,Sá da Serra,SC,Sul,2024-04-10
1591,Arthur Vieira,da Costa da Mata,PE,Nordeste,2023-12-02
1592,Sra. Sofia Camargo,Freitas,SP,Sudeste,2023-04-06
1593,Thiago Fogaça,Aragão,PE,Nordeste,2024-10-12
1594,Camila Machado,Oliveira do Sul,SC,Sul,2023-03-06
1595,Maitê da Costa,Ferreira,CE,Nordeste,2024-02-12
1596,João Miguel Rios,Silva,RS,Sul,2024-03-15
1597,Stephany Sousa,Caldeira,RS,Sul,2024-05-21
1598,Sr. Luiz Miguel Marques,Casa Grande,PR,Sul,2023-11-27
1599,Sra. Maria Sophia Barros,Araújo,PR,Sul,2023-12-12
1600,Caroline Melo,Machado,CE,Nordeste,2024-08-14
1601,Léo Rocha,Pastor da Prata,MG,Sudeste,2024-08-02
1602,Maria Laura da Luz,Porto de Lima,PE,Nordeste,2023-12-18
1603,Rebeca Siqueira,Castro Grande,SP,Sudeste,2023-02-17
1604,Carolina Mendonça,Cardoso de Santos,RJ,Sudeste,2024-10-03
1605,Vitória Campos,Marques,PE,Nordeste,2023-01-17
1606,Ana Beatriz Souza,Novais,RJ,Sudeste,2023-06-11
1607,Sr. Nicolas Camargo,Freitas,PE,Nordeste,2024-04-12
1608,Lavínia Aparecida,Campos,SP,Sudeste,2024-03-14
1609,Dr. Marcelo da Rosa,Mendonça do Sul,RS,Sul,2024-12-06
1610,Diego Viana,Aragão da Mata,MG,Sudeste,2024-10-27
1611,Henrique Cirino,Abreu de Campos,PR,Sul,2023-06-12
1612,Marcela Azevedo,Leão,PR,Sul,2023-04-06
1613,Luana Nunes,Fernandes de Viana,SC,Sul,2023-09-14
1614,Olívia Silveira,Teixeira,RJ,Sudeste,2024-01-16
1615,Thiago Porto,Teixeira de Machado,MG,Sudeste,2023-02-23
1616,Melissa Cassiano,Borges das Pedras,BA,Nordeste,2024-10-02
1617,Isabel Gonçalves,Nogueira do Norte,PR,Sul,2024-12-17
1618,Melina Sousa,Ramos de Minas,RS,Sul,2024-03-15
1619,Apollo Oliveira,Novais do Campo,RJ,Sudeste,2024-12-21
1620,Antonella Correia,Nunes,RJ,Sudeste,2023-01-02
1621,Esther Sá,Montenegro de Almeida,RS,Sul,2024-05-03
1622,Vitor Cirino,da Mota,RJ,Sudeste,2023-05-16
1623,Joaquim Santos,Barros de Nascimento,RS,Sul,2024-06-15
1624,Luna Guerra,Mendonça,PE,Nordeste,2023-01-10
1625,Luigi Lopes,Leão,SP,Sudeste,2024-12-13
1626,Vinícius Dias,da Cunha de Minas,SC,Sul,2023-05-04
1627,Carlos Eduardo Nogueira,da Paz,BA,Nordeste,2024-12-11
1628,Fernando da Cunha,Cassiano,MG,Sudeste,2024-05-04
1629,Nicolas Rocha,Araújo,RJ,Sudeste,2023-08-23
1630,Lunna Cirino,Silva,BA,Nordeste,2023-04-02
1631,Kaique Gomes,Dias,RJ,Sudeste,2023-04-16
1632,Noah Duarte,Garcia do Campo,SC,Sul,2024-01-12
1633,Guilherme da Costa,Monteiro,PR,Sul,2023-05-21
1634,Sofia Gomes,da Mata,BA,Nordeste,2023-05-17
1635,Liam Martins,Azevedo do Amparo,MG,Sudeste,2023-03-12
1636,Nicolas Porto,Almeida,CE,Nordeste,2024-07-30
1637,Yuri Pastor,da Cruz,SP,Sudeste,2024-09-16
1638,Carolina da Rosa,Machado de Minas,MG,Sudeste,2024-03-26
1639,Sarah Costela,Freitas,SC,Sul,2023-08-07
1640,Eloá Viana,Nascimento,MG,Sudeste,2024-02-26
1641,Milena Aparecida,Martins,PE,Nordeste,2023-08-11
1642,Lavínia Rezende,Abreu,RJ,Sudeste,2023-04-13
1643,Rodrigo da Mata,Rodrigues das Flores,MG,Sudeste,2023-05-07
1644,Sr. Thomas da Paz,Castro,BA,Nordeste,2023-12-26
1645,Dra. Ana Lívia da Rosa,Gonçalves,BA,Nordeste,2023-11-19
1646,Srta. Cecilia Silveira,Lopes do Oeste,MG,Sudeste,2023-09-11
1647,Sofia Dias,Porto Paulista,PR,Sul,2024-10-22
1648,Sra. Júlia da Cruz,Fernandes do Oeste,RJ,Sudeste,2023-09-12
1649,Luísa Almeida,Ramos,CE,Nordeste,2024-09-07
1650,Renan Abreu,Rocha,PR,Sul,2024-12-08
1651,Noah Novais,Teixeira de Gonçalves,SP,Sudeste,2024-11-05
1652,Anna Liz Viana,Nascimento,PR,Sul,2023-07-30
1653,Pedro Miguel Rocha,Fogaça,CE,Nordeste,2024-09-13
1654,Maria Alice Gomes,Vargas,CE,Nordeste,2023-07-13
1655,Srta. Camila Martins,Correia dos Dourados,BA,Nordeste,2023-10-30
1656,Henry Souza,Teixeira,SP,Sudeste,2023-09-03
1657,Luiz Henrique Correia,Pimenta,PE,Nordeste,2024-01-31
1658,Liz Silva,da Conceição,RJ,Sudeste,2023-09-04
1659,Maria Cecília Andrade,Monteiro do Oeste,PE,Nordeste,2024-10-15
1660,Gael Henrique Porto,Camargo Paulista,RJ,Sudeste,2024-06-24
1661,Sarah Monteiro,Novaes,SP,Sudeste,2024-01-05
1662,Erick Azevedo,Souza,SC,Sul,2023-05-16
1663,Davi Lucas da Luz,Moreira,BA,Nordeste,2024-08-05
1664,Sra. Evelyn Rocha,Sales,BA,Nordeste,2024-01-10
1665,Yasmin Pimenta,Rodrigues da Prata,CE,Nordeste,2024-11-30
1666,Agatha Lima,Duarte,MG,Sudeste,2024-04-27
1667,Maria Luísa da Mota,Rodrigues,RJ,Sudeste,2023-01-18
1668,Nina Monteiro,Moreira do Norte,RJ,Sudeste,2023-01-15
1669,Srta. Ana Julia da Mota,Nascimento dos Dourados,PR,Sul,2023-08-09
1670,Sr. Matteo Correia,Barros Verde,SP,Sudeste,2023-03-03
1671,Henry Gabriel Sales,Barbosa de Goiás,BA,Nordeste,2024-06-02
1672,Enzo Farias,Azevedo do Campo,PR,Sul,2024-10-05
1673,Rhavi Lopes,Pastor,CE,Nordeste,2024-03-01
1674,Lívia da Cunha,Caldeira,BA,Nordeste,2024-12-19
1675,Isabella Fernandes,Farias,BA,Nordeste,2023-03-26
1676,Isabela Barbosa,Teixeira de Brito,CE,Nordeste,2024-07-04
1677,Melissa Pacheco,Barros,MG,Sudeste,2023-10-12
1678,Arthur Gabriel Garcia,Sales de Minas,RJ,Sudeste,2023-11-14
1679,Bento Macedo,da Rosa,RJ,Sudeste,2024-06-07
1680,Marina Azevedo,Rocha,RS,Sul,2023-06-09
1681,Benjamim da Rocha,Guerra do Campo,CE,Nordeste,2023-12-01
1682,Maria Sophia da Conceição,Marques,BA,Nordeste,2024-08-23
1683,Nicole Vieira,Pinto do Campo,RJ,Sudeste,2023-11-14
1684,Sr. Rafael Moreira,Pastor do Oeste,BA,Nordeste,2023-09-02
1685,Cauã Albuquerque,Pastor,SP,Sudeste,2023-09-08
1686,Davi Lucas Porto,Fogaça das Pedras,RJ,Sudeste,2024-03-20
1687,Melina Cirino,Carvalho,RJ,Sudeste,2024-04-09
1688,Bento Cardoso,Pacheco das Pedras,SP,Sudeste,2023-11-13
1689,Maria Alice das Neves,Casa Grande,MG,Sudeste,2023-05-03
1690,Luana Pereira,da Rocha da Praia,SP,Sudeste,2024-12-25
1691,Valentim Pastor,Araújo,MG,Sudeste,2024-12-19
1692,Thiago Novais,Lima,SP,Sudeste,2023-06-17
1693,Sr. Guilherme Porto,Viana,PE,Nordeste,2023-12-22
1694,Luigi Correia,Sales de Sales,CE,Nordeste,2024-06-13
1695,Luísa Pacheco,Pimenta da Mata,PR,Sul,2023-06-20
1696,Luísa Castro,Marques,SC,Sul,2023-05-10
1697,Thales Câmara,Porto,PR,Sul,2023-05-01
1698,Ian Martins,da Costa,SP,Sudeste,2023-12-10
1699,Luísa Sousa,Costela das Flores,BA,Nordeste,2023-10-06
1700,André Fonseca,Barbosa,CE,Nordeste,2023-03-07
1701,Sr. Danilo Casa Grande,Macedo do Oeste,PR,Sul,2024-12-30
1702,Maria Cecília Aparecida,Costa,RJ,Sudeste,2024-05-23
1703,João Miguel Cavalcanti,da Luz,PE,Nordeste,2024-06-07
1704,Srta. Maitê Novaes,Cavalcanti,SC,Sul,2023-02-26
1705,Antônio Cavalcanti,Brito do Sul,PE,Nordeste,2024-08-03
1706,Cecilia Garcia,Fernandes,MG,Sudeste,2024-01-12
1707,Leandro Marques,Freitas,MG,Sudeste,2023-09-19
1708,Sr. Vinicius Pinto,Silva de Minas,RJ,Sudeste,2024-08-10
1709,Diego Cardoso,Correia,RJ,Sudeste,2023-08-22
1710,Maria Flor Sales,Dias das Pedras,CE,Nordeste,2023-01-03
1711,Isabelly Aparecida,Nascimento,SP,Sudeste,2023-01-13
1712,Dom Duarte,Aragão,RS,Sul,2023-02-17
1713,Lara Cardoso,Costela de Siqueira,PE,Nordeste,2024-01-08
1714,Ravy Vieira,Cavalcante,BA,Nordeste,2023-06-03
1715,Maria Julia Sá,Monteiro do Galho,MG,Sudeste,2023-02-06
1716,Emanuelly Duarte,Moura do Amparo,CE,Nordeste,2024-11-02
1717,Sra. Olívia da Mata,Porto Verde,BA,Nordeste,2023-08-18
1718,Ana Carolina Costela,Costa,SC,Sul,2023-09-12
1719,Isabela Gonçalves,das Neves,BA,Nordeste,2023-11-24
